Brand,Model,Weight,Released on the market,For women,For kids,Frame material,Frame type,Collapsible frame,Color,Fork type,Shock absorber type,Shock absorber pressure,Fork name,Wheel drive,Drive type,Transmission type,Number of speeds,System name,Cassette name,Front derailleur gears name,Rear derailleur gears name,Shifters type,Shifters name,Front brakes,Front brakes name,Rear brakes,Number of wheels,Wheels diameter,Double rim,Rim material,Rims name,Tyres pattern,Tyres name,Handlebar type,Handlebar name,Seat type,Seat suspension,Seat name,Pedals type,Pedals name,Front panel,Rear panel panel,Trunk,Rearview mirror,Horn,Basket
Specialized,Myka 26 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,"Black (White, Pink)",Suspension,-,75 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,V-brake,-,V-brake,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Disc (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,-,-,"White, Black",Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro Novela,-,Tektro Novela,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka Disc (2012),-,2012,Yes,No,Aluminum Alloy,-,-,"Black, White",Suspension,Spring-elastomer,80 mm,SR Suntour XCT,Rear,Chain,With an external switch,21,SR Suntour XCT (42/32/22),Shimano,Shimano Altus,SRAM X.3,Trigger,SRAM X.3,Mechanical disc,Tektro Novela,Mechanical disc,2,"26 """,Yes,Aluminium,Alex HR,Mud,Specialized Fast Trak LK Sport,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Riva,Platform,-,No,No,No,No,No,No
Specialized,Myka Disc 26 (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Open,-,"White, Blue, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro Novela,-,Tektro Novela,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka Disc 26 (2013),-,2013,Yes,No,Aluminum Alloy,Open,-,"Black, White, Blue",Suspension,-,80 mm,SR Suntour XCT,Rear,Chain,With an external switch,24,-,Sunrace,Shimano Tourney,Shimano Altus,Trigger,Shimano Acera SL-EF51,Mechanical disc,Tektro Novela,Mechanical disc,2,"26 """,Yes,Aluminium,-,Mud,Specialized Fast Trak LK Sport,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Riva,Platform,-,No,No,No,No,No,No
Specialized,Myka Disc 26 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,White,Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Disc 26 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,White (Light blue),Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Disc 29 (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,"White, Light blue",Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro Novela,-,Tektro Novela,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka Disc 29 (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,"White, Light blue",Suspension,Spring-elastomer,80 mm,SR Suntour XCT,Rear,Chain,With an external switch,21,SR Suntour XCT (42/32/22),Shimano,Shimano Altus,SRAM X.3,Trigger,SRAM X.3,Mechanical disc,Tektro Novela,Mechanical disc,2,"29 """,Yes,Aluminium,Alex HR,Mud,Specialized Fast Trak LK Sport,Direct,Direct,Sports,No,Specialized Women's Body Geometry Riva,Platform,-,No,No,No,No,No,No
Specialized,Myka Disc 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,White,Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Disc 29 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,White (Light blue),Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,2,"29 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Disc SE 26 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,Silver,Suspension,-,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Disc SE 26 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,Silver (Purple),Suspension,-,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Disc SE 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,Silver,Suspension,-,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Disc SE 29 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,Silver (Purple),Suspension,-,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Tektro Novela,-,Tektro Novela,2,"29 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Elite Disc 29 (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,Gray,Suspension,Spring wire / oil,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka Elite Disc 29 (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,Gray,Suspension,Spring wire / oil,80 mm,SR Suntour XCR,Rear,Chain,With an external switch,27,Shimano Acera,Shimano,Shimano Acera,Shimano Deore SGS,Trigger,Shimano Acera,Hydraulic disc,Tektro Draco,Hydraulic disc,2,"29 """,Yes,Aluminium,Alex RH Disc 29,Mud,Specialized The Captain Sport,Direct,Direct,Sports,No,Specialized Body Geometry Riva,Platform,-,No,No,No,No,No,No
Specialized,Myka Elite Disc 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,Black,Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Elite Disc 29 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,Black (White),Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro (HD-M330),-,Tektro (HD-M330),2,"29 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka FSR Comp (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,"White, Red",Suspension,Spring wire / oil,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,-,-,-,-,-,-,-,-
Specialized,Myka FSR Comp (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,"White, Red",Suspension,Spring wire / oil,100 mm,RockShox XC32,Rear,Chain,With an external switch,27,Shimano Alivio,Shimano CS-HG20,Shimano SLX FD-M660-E,Shimano Alivio RD-M430,Trigger,Shimano Alivio SL-M430,Hydraulic disc,Tektro Draco,Hydraulic disc,2,"26 """,Yes,Aluminium,Alex RHD,Mud,Specialized The Captain Sport,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Riva,-,-,No,No,No,No,No,No
Specialized,Myka FSR Elite (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,"White, Blue",Suspension,air-oil,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Avid Elixir 3 R SL,-,Avid Elixir 3 R SL,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,Myka FSR Elite (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,"White, Blue",Suspension,air-oil,100 mm,RockShox Recon Gold TK Solo Air,Rear,Chain,With an external switch,27,Shimano Hollowtech (42/32/22),Shimano,Shimano SLX,Shimano Deore XT,Trigger,Shimano Alivio SL-M430,Hydraulic disc,Avid Elixir 3 R SL,Hydraulic disc,2,"26 """,Yes,Aluminium,DT Swiss 445D,Mud,Specialized The Captain Sport,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Riva,-,-,No,No,No,No,No,No
Specialized,Myka HT 26 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,"Pink, Black",Suspension,-,75 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka HT 26 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,"Pink, Black (White)",Suspension,-,75 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,V-brake,-,V-brake,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka HT Disc,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Black,Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro IO,-,Tektro IO,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka HT Disc,-,2011,Yes,No,Aluminum Alloy,Closed,-,Black,Suspension,Spring-elastomer,80 mm,SR Suntour SF11-XCT-V3-DS-26,Rear,Chain,With an external switch,21,SR Suntour (42/32/22),SRAM PG-730 (12-32),Shimano Altus FD-M310,SRAM X.4,Trigger,SRAM X.3,Mechanical disc,Tektro IO,Mechanical disc,2,"26 """,Yes,Aluminium,Alex RHD,Mud,"Specialized Fast Trak LK Sport (2.0"")",Direct,Direct,Sports,No,Body Geometry Women's Riva MTB,Platform,-,No,No,No,No,No,No
Specialized,Myka HT INT,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,White,Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,-,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka HT INT,-,2011,Yes,No,Aluminum Alloy,Closed,-,White,Suspension,Spring-elastomer,80 mm,SR Suntour SF11-XCT-V3-P-26,Rear,Chain,With an external switch,21,SR Suntour (42/32/22),SRAM PG-730 (12-32),-,-,-,-,Rim mechanical,-,Rim mechanical,2,"26 """,Yes,Aluminium,Alex HR,Mud,"Specialized Fast Trak LK Sport (2.0"")",Direct,Direct,Sports,No,Body Geometry Women's Riva MTB,Platform,-,No,No,No,No,No,No
Specialized,Myka HT Sport Disc,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Gray, Silver",Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Avid BB5,-,Avid BB5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka HT Sport Disc,-,2011,Yes,No,Aluminum Alloy,Closed,-,"Gray, Silver",Suspension,Spring-elastomer,80 mm,SR Suntour SF11-XCM-V3-26-DS-MLO,Rear,Chain,With an external switch,24,SR Suntour (42/32/22),SRAM PG-820 (12-32),Shimano Altus FD-M310,SRAM X.4,Trigger,SRAM X.4,Mechanical disc,Avid BB5,Mechanical disc,2,"26 """,Yes,Aluminium,Alex RHD,Mud,"Specialized Fast Trak LK Sport (2.0"")",Direct,Direct,Sports,No,Body Geometry Women's Riva MTB,Platform,-,No,No,No,No,No,No
Specialized,Myka HT Sport INT,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,-,-,-,-,-,-,-,-,-,-,-,"26 """,-,-,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka HT Sport INT,-,2011,Yes,No,Aluminum Alloy,Closed,-,"Black, Red",Suspension,Spring-elastomer,80 mm,SR Suntour SF11-XCM-V3-26-P-MLO,Rear,Chain,With an external switch,-,SR Suntour CW9-XCR-312-PBG,-,Shimano Altus FD-M310,Shimano Alivio RD-M430,-,-,Rim mechanical,-,Rim mechanical,2,"26 """,-,-,-,Mud,"CST 0017-1050 Fast Track LK Sport (2.0"")",Direct,Direct,Sports,No,Velo VL-3187,Platform,-,No,No,No,No,No,No
Specialized,Myka HT,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka HT,-,2011,Yes,No,Aluminum Alloy,Closed,-,"Black, White, Red",Suspension,Spring-elastomer,80 mm,SR Suntour SF11-XCT-V3-P-26,Rear,Chain,With an external switch,21,SR Suntour (42/32/22),SRAM PG-730 (12-32),Shimano Altus FD-M310,SRAM X.4,Trigger,SRAM X.3,Rim mechanical,-,Rim mechanical,2,"26 """,Yes,Aluminium,Alex HR,Mud,"Specialized Fast Trak LK Sport (2.0"")",Direct,Direct,Sports,No,Body Geometry Women's Riva MTB,Platform,-,No,No,No,No,No,No
Specialized,Myka Sport Disc (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,"Red, Black",Suspension,Spring-elastomer,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Avid BB5,-,Avid BB5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka Sport Disc (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,"Black, Red",Suspension,Spring-elastomer,80 mm,SR Suntour XCM,Rear,Chain,With an external switch,24,SR Suntour (42/32/22),Shimano,Shimano Altus,SRAM X.4,Trigger,SRAM X.4,Mechanical disc,Avid BB5,Mechanical disc,2,"26 """,Yes,Aluminium,Alex HR,Mud,Specialized Fast Trak LK Sport,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Riva,Platform,-,No,No,No,No,No,No
Specialized,Myka Sport Disc 26 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,Gray,Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Sport Disc 26 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,Gray (Orange),Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro (HD-M330),-,Tektro (HD-M330),2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Sport Disc 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Sport Disc 29 (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,Gray (Orange),Suspension,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro (HD-M330),-,Tektro (HD-M330),2,"29 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Myka Step Through (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Open,-,"White, Lilac, Black",Suspension,-,75 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Myka Step Through (2013),-,2013,Yes,No,Aluminum Alloy,Open,-,"Black, White, Lilac",Suspension,-,75 mm,SR Suntour M3020,Rear,Chain,With an external switch,21,-,Shimano,Shimano Tourney,Shimano Tourney RD-TX35,Trigger,Shimano Acera SL-EF51,Rim mechanical,-,straps-hidraulic,2,"26 """,No,Aluminium,-,Mud,Specialized Fast Trak LK Sport,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Riva,Platform,-,No,No,No,No,No,No
Specialized,Myka Step Through (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,Light blue,Suspension,-,75 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Myka Step Through (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,"Light blue (White, Orange)",Suspension,-,75 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,V-brake,-,V-brake,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,P.1 Int,-,2011,Chrome-moly steel Steel,-,Chrome-moly steel Steel,Closed,-,Black,Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Avid BB5,-,Avid BB5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,P.1 Int,-,2011,No,No,Chromoly steel,Closed,-,Black,Tough (Chrome-moly steel Steel),-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Mechanical disc,Avid BB5,Mechanical disc,2,"26 """,Yes,Aluminium,P. Disc,Mud,"Specialized Rhythm Lite Control (2.3"")","Direct (???????????, ?????????????)","Direct (???????????, ?????????????)",Sports,No,P. Combo,Platform (plastic????),-,No,No,No,No,No,No
Specialized,P.1,-,2011,Chrome-moly steel Steel,-,Chrome-moly steel Steel,Closed,-,"Green, Black",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,-,-,Avid BB5,-,"26 """,-,-,-,Mud,Mud,Direct,Direct,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Specialized,P.1,-,2011,No,No,Chromoly steel,Closed,-,"Black, Green",Tough (Chrome-moly steel Steel),-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Missing,Avid BB5,Mechanical disc,2,"26 """,-,-,-,Mud,"Specialized Rhythm Lite Control (2.3"")","Direct (???????????, ?????????????)","Direct (???????????, ?????????????)",Sports,-,P. Combo,Platform,-,No,No,No,No,No,No
Specialized,P.2 Int,-,2011,Chrome-moly steel Steel,-,Chrome-moly steel Steel,Closed,-,White,Suspension,??????? / air,80 mm,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Avid BB5,-,Avid BB5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,P.2 Int,-,2011,No,No,Chromoly steel,Closed,-,White,Suspension,??????? / air,80 mm,Marzocchi DJ2,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Mechanical disc,Avid BB5,Mechanical disc,2,"26 """,Yes,Aluminium,P. Disc,Mud,"Specialized Rhythm Lite Control (2.3"")","Direct (???????????, ?????????????)","Direct (???????????, ?????????????)",Sports,No,P. Combo,Platform,-,No,No,No,No,No,No
Specialized,P.2,-,2011,Chrome-moly steel Steel,-,Chrome-moly steel Steel,Closed,-,Black,Suspension,Spring wire / oil,80 mm,-,Rear,Chain,1-speed (?????????),-,-,-,-,-,-,-,-,-,Avid BB5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,-,-,Platform,-,-,-,-,-,-,-
Specialized,P.2,-,2011,No,No,Chromoly steel,Closed,-,Black,Suspension,Spring wire / oil,80 mm,Marzocchi DJ2,Rear,Chain,"1-speed (?????????) (??????? ?? ???? ???????, ????????????? ?? ????????????????? ?????; ????speed ??????? ?????? ?? 25 ??????)",-,-,-,-,-,-,-,Missing,Avid BB5,Mechanical disc,2,"26 """,Yes,Aluminium,-,Mud,Specialized Rhythm Lite Control,Direct,Direct,Sports,-,-,Platform,-,No,No,No,No,No,No
Specialized,P.Stree 2 (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Light blue, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,16,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Specialized,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,P.Street 1 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Green, light green, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,14,-,-,-,-,Trigger,-,Tektro Novela,-,Tektro Novela,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,P.Street 1 (2014),-,2014,No,-,Aluminum Alloy,Closed,-,"Green, light green, Black",Suspension,-,100 mm (????????),-,Rear,Chain,With an external switch,14,-,-,-,-,Trigger,-,Tektro Novela,-,Tektro Novela,-,"26 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Pitch 650B (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro,-,Tektro,-,"27.5 """,Specialized,-,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Pitch Comp 650B (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Blue, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga,-,Tektro Auriga,-,"27.5 """,Specialized,-,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Pitch FSR Comp,-,2011,Aluminum Alloy,-,Aluminum Alloy,Open,-,Black,Suspension,??????? / air,150 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Avid Elixir R SL,-,Avid Elixir R SL,-,"26 """,-,-,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Pitch FSR Comp,-,2011,No,No,Aluminum Alloy,Open,-,Black,Suspension,??????? / air,150 mm,RockShox Sector TK,Rear,Chain,With an external switch,18,Truvativ GXP2 2.1 (36/24),Shimano CS-HG30 (11-34),Shimano SLX FD-M660-E,SRAM X.7,Trigger,SRAM X.5,Hydraulic disc,Avid Elixir R SL,Hydraulic disc,2,"26 """,-,-,-,Mud,Specialized Eskar Sport,Direct,Direct,Sports,No,Specialized BG Enduro,Platform,-,No,No,No,No,No,No
Specialized,Pitch Sport 650B (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, light green",Suspension,-,80 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro Auriga,-,Tektro Auriga,-,"27.5 """,-,-,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,Spring wire / oil,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper (2012),-,2012,No,No,Aluminum Alloy,Closed,-,"Black, Red (White/Black)",Suspension,Spring wire / oil,100 mm,SR Suntour XCR,Rear,Chain,With an external switch,27,SR Suntour (44/32/22),Shimano,Shimano Acera,Shimano Alivio,Trigger,Shimano Acera,Hydraulic disc,Tektro Draco,Hydraulic disc,2,"26 """,Yes,Aluminium,Alex RH Disc,Mud,Specialized The Captain Sport,With the rise of,With the rise of,Sports,No,Specialized Body Geometry Rockhopper,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper 29 (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Yellow, Black",Suspension,Spring wire / oil,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper 29 (2012),-,2012,No,No,Aluminum Alloy,Closed,-,"Black, Yellow (Red/White)",Suspension,Spring wire / oil,80 mm,SR Suntour XCR,Rear,Chain,With an external switch,27,SR Suntour (44/32/22),Shimano,Shimano Acera,Shimano Alivio,Trigger,Shimano Acera,Hydraulic disc,Tektro Draco,Hydraulic disc,2,"29 """,Yes,Aluminium,Alex RH Disc 29,Mud,Specialized The Captain Sport,Direct,Direct,Sports,No,Specialized Body Geometry Rockhopper,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper 29 (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
