Fiyat,Marka,Model,Model Yılı,Bisiklet Sınıfı,Kullanıcı Sınıfı,Yaş Grubu,Cinsiyet,Vites Sayısı,Kadro Malzemesi,Ağırlık,Jant Çapı,Jant Malzemesi,Fren Tipi,Amortisör,Amortisör Konumu,Amortisör Türü,Elektrik Motoru,Akü Gerilimi,Akü Kapasitesi,Motor Gücü,Azami Sürüş Menzili,Şarj Süresi
----,Tern,Link B7,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,7,Alüminyum / Alaşım,12.5 kg,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Link C8,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,8,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Link D8,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,8,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Node C8,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,8,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
6925,Tern,Node D8,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,8,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Verge 9PL,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,9,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Sonic 24,2017,Dağ Bisikleti,Yetişkin,----,Unisex,18,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Tern,Verge P20,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,20,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Verge S27H,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Verge X10,2016,Katlanır Bisiklet,Yetişkin,----,Unisex,10,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Tern,Verge X20,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,22,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Trek,Superfly 5 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Trek,Superfly 5 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Trek,X-Caliber 7 27.5,2017,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Trek,X-Caliber 7 29,2017,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Trek,X-Caliber 8 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Trek,X-Caliber 8 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Trek,X-Caliber 9 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Trek,X-Caliber 9 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
2241,Vertech,Aurora 27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Vertech,Aurora 29,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Volta,VB1,2020,Elektrikli Bisiklet / Katlanır Bisiklet,Yetişkin,----,Unisex,6,Alüminyum / Alaşım,22.2 kg,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,Var,36 V,8.8 Ah,250 W,110 km,----
6381,Volta,VB2,2020,Elektrikli Bisiklet / Katlanır Bisiklet,Yetişkin,----,Unisex,6,Alüminyum / Alaşım,27.7 kg,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,Var,48 V,10 Ah,250 W,110 km,----
----,Volta,VB3,2020,Elektrikli Bisiklet / Şehir/Tur Bisikleti,Yetişkin,----,Kadın,6,Alüminyum / Alaşım,24.5 kg,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,Var,36 V,10 Ah,250 W,110 km,----
----,Vortex,5.0 26,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Vortex,5.0 27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Vortex,5.0 29,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Guipago 1724,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Guipago 1827,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Guipago 1830,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3200,Whistle,Kanza 1682,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,14,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
2749,Whistle,Miwok 1626,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Miwok 1721,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Kron,WSX300 27.5 Man HD,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Miwok 1727,2017,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
5800,Whistle,Miwok 1730,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
6300,Whistle,Miwok 1760,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
5549,Whistle,Miwok 1824,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Miwok 1827,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Nakoda 1681,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,16,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Whistle,Patwin 1721,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Patwin 1724,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Patwin 1727,2017,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Patwin 1730,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Patwin 1760,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
4900,Whistle,Patwin 1824,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
5019,Whistle,Patwin 1827,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Patwin 1830,2018,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
6232,Whistle,Patwin 1840,2018,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Tulukai 1465D,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2650,Whistle,Yuma Erkek,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Whistle,Yuma Kadın,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
8500,Yuki,E-Wild 20S Fatbike,2020,Elektrikli Bisiklet / Katlanır Bisiklet,Yetişkin,----,Unisex,6,Çelik,27 kg,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,Var,36 V,10.4 Ah,250 W,50 km,3 sa
8054,Yuki,E-Wild 50,2020,Dağ Bisikleti / Elektrikli Bisiklet,Yetişkin,----,Erkek,7,Alüminyum / Alaşım,24.7 kg,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,Var,36 V,----,----,60 km,3 sa
6479,Yuki,YD-EBX042,2020,Elektrikli Bisiklet / Katlanır Bisiklet,Yetişkin,----,Unisex,7,Alüminyum / Alaşım,22.5 kg,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,Var,36 V,----,----,60 km,3 sa
5579,Yuki,YD-EBX053DP,2020,Elektrikli Bisiklet / Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Alüminyum / Alaşım,24.5 kg,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,Var,36 V,----,----,60 km,3 sa
----,Yuki,YD-EBX805,2020,Elektrikli Bisiklet / Katlanır Bisiklet,Yetişkin,----,Unisex,7,Alüminyum / Alaşım,18.5 kg,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,Var,36 V,10.4 Ah,250 W,60 km,3 sa
----,Ümit,1200 Hyper Denge,2018,Özel Tasarım,Çocuk,----,Unisex,1,Çelik,----,12 inç,Plastik,Frensiz,Yok,----,----,----,----,----,----,----,----
491,Ümit,1202 Z-Trend,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
589,Ümit,1204 Transformers,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
386,Ümit,1206 Redman,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
539,Ümit,1208 Princess,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
551,Ümit,1212 Ben10,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1216 Hello Kitty,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
629,Ümit,1225 Winx,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
399,Ümit,1245 Ninja Turtles,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
436,Ümit,1248 Racer,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
495,Ümit,1264 Actress,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
589,Ümit,1270 Sponge Bob,----,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1271 Superbomber 12,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
607,Ümit,1401 Ponny,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1402 Z-Trend,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
575,Ümit,1404 Transformers,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
537,Ümit,1405 Little Pony,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1108,Ümit,1406 Redman,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1408 Princess,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
699,Ümit,1412 Ben10,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1117,Ümit,1416 Hello Kitty,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
630,Ümit,1425 Winx,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1445 Ninja Turtles,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1448 Racer,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1449 Little Pony,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1449 Monster High,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
550,Ümit,1464 Actress,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1470 Sponge Bob,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
494,Ümit,1602 Z-Trend,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
739,Ümit,1604 Transformers,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
615,Ümit,1605 Little Pony,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1606 Redman,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1608 Princess,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
557,Ümit,1612 Ben10,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
792,Ümit,1616 Hello Kitty,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
877,Ümit,1619 Picolo,2018,Katlanır Bisiklet,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1621 Faster ST,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
699,Ümit,1625 Winx,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
689,Ümit,1640 Stitch,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
620,Ümit,1641 Stitch ATB Girls,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
679,Ümit,1645 Ninja Turtles,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
649,Ümit,1648 Racer,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1649 Monster High,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
603,Ümit,1664 Actress,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1671 Superbomber 16,----,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,1675 Spartan,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Alüminyum / Alaşım,----,16 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,1676 Lavida,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Alüminyum / Alaşım,----,16 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,20 Cargo,2018,Özel Tasarım,Yetişkin,----,Unisex,6,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
594,Ümit,2002 Z-Trend,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
735,Ümit,2004 Transformers,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
699,Ümit,2006 Redman,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2008 Princess,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2010 Stitch AMS,2018,Dağ Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
679,Ümit,2012 Ben10,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2016 Hello Kitty,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2019 Picolo,2018,Katlanır Bisiklet,Çocuk,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
669,Ümit,2021 Faster ST,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2023 50 Redpower 20,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2023 60 Bluepower,2017,Özel Tasarım,Yetişkin,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2023 70 Orangepower 20,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2023 80 Pantero,2018,Özel Tasarım,Yetişkin,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2024 Redhawk 20,2016,Dağ Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
666,Ümit,2025 Winx,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2026 Hello Kitty 20,----,Şehir/Tur Bisikleti,Çocuk,----,Kadın,5,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2027 30 Alanya,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,6,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2027 Rosa 20,----,Şehir/Tur Bisikleti,Çocuk,----,Kadın,6,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2030 Blackmount,2018,Dağ Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
2555,Ümit,2033 Twenty One,2019,Katlanır Bisiklet,Yetişkin,----,Unisex,21,Alüminyum / Alaşım,13 kg,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
2199,Ümit,2036 Folding V,2018,Katlanır Bisiklet,Yetişkin,----,Unisex,6,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
